2014-12-29 09:58:18,108 DEBUG 10 dtxk.business.BasicService - LoadAllSTREET_TYPE finished
2014-12-29 09:58:18,719 DEBUG 10 dtxk.business.BasicService - LoadAllSERVITUDE_TYPE started
2014-12-29 09:58:18,721 DEBUG 10 dtxk.business.BasicService - LoadAllSERVITUDE_TYPE try to getting ALL SERVITUDE_TYPE 
2014-12-29 09:58:18,744 INFO 10 dtxk.business.BasicService - LoadAllSERVITUDE_TYPE method got SERVITUDE_TYPE with successfully
2014-12-29 09:58:18,745 DEBUG 10 dtxk.business.BasicService - LoadAllSERVITUDE_TYPE finished
2014-12-29 09:58:19,306 DEBUG 10 dtxk.business.BasicService - LoadAllTERRITORIAL_UNIT_TYPE started
2014-12-29 09:58:19,307 DEBUG 10 dtxk.business.BasicService - LoadAllTERRITORIAL_UNIT_TYPE try to getting ALL TERRITORIAL_UNIT_TYPE 
2014-12-29 09:58:19,329 INFO 10 dtxk.business.BasicService - LoadAllTERRITORIAL_UNIT_TYPE method got TERRITORIAL_UNIT_TYPE with successfully
2014-12-29 09:58:19,330 DEBUG 10 dtxk.business.BasicService - LoadAllTERRITORIAL_UNIT_TYPE finished
2014-12-29 09:58:22,663 DEBUG 10 dtxk.business.BasicService - LoadAllCONTRACT_MATTER started
2014-12-29 09:58:22,665 DEBUG 10 dtxk.business.BasicService - LoadAllCONTRACT_MATTER try to getting ALL CONTRACT_MATTER 
2014-12-29 09:58:22,774 INFO 10 dtxk.business.BasicService - LoadAllCONTRACT_MATTER method got CONTRACT_MATTER with successfully
2014-12-29 09:58:22,775 DEBUG 10 dtxk.business.BasicService - LoadAllCONTRACT_MATTER finished
2014-12-29 10:19:02,773 INFO 9 dtxk.client.FrmLogIn - Program started
2014-12-29 10:19:03,063 DEBUG 9 dtxk.client.FrmLogIn - FrmLogin constuct finished.
2014-12-29 10:19:09,303 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser started
2014-12-29 10:19:09,305 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser username=admin trying to connect
2014-12-29 10:19:10,070 INFO 3 dtxk.business.Services.ServiceAppUser - GetAppUser username(admin) connected
2014-12-29 10:19:10,071 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser finished
2014-12-29 10:20:15,908 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE started
2014-12-29 10:20:15,915 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE try to getting ALL CADASTRAL_ZONE 
2014-12-29 10:20:15,937 INFO 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE method got CADASTRAL_ZONE with successfully
2014-12-29 10:20:15,938 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE finished
2014-12-29 10:20:22,448 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE started
2014-12-29 10:20:22,467 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE try to getting ALL CADASTRAL_ZONE 
2014-12-29 10:20:22,473 INFO 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE method got CADASTRAL_ZONE with successfully
2014-12-29 10:20:22,473 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE finished
2014-12-29 10:20:22,494 DEBUG 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS started
2014-12-29 10:20:22,495 DEBUG 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS try to getting ALL LEGAL_FORMS 
2014-12-29 10:20:22,565 INFO 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS method got LEGAL_FORMS with successfully
2014-12-29 10:20:22,566 DEBUG 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS finished
2014-12-29 10:20:23,939 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_REGION started
2014-12-29 10:20:23,969 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_REGION try to getting ALL CADASTRAL_REGION 
2014-12-29 10:20:24,244 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_REGION finished
2014-12-29 10:20:27,297 DEBUG 9 dtxk.business.Services.ServiceParcel - GetPARCELById started
2014-12-29 10:20:27,303 DEBUG 9 dtxk.business.Services.ServiceParcel - GetPARCELById try to getting merged PARCEL  for Parcel ID .idPARCEL= :5805
2014-12-29 10:20:27,423 INFO 9 dtxk.business.Services.ServiceParcel - GetPARCELById method got PARCEL with successfully
2014-12-29 10:20:27,425 DEBUG 9 dtxk.business.Services.ServiceParcel - GetPARCELById finfished
2014-12-29 10:20:27,505 DEBUG 9 dtxk.business.Services.ServiceParcel - GetParcelOwners started
2014-12-29 10:20:27,507 DEBUG 9 dtxk.business.Services.ServiceParcel - GetParcelOwners try to getting merged PARCEL_OWNER  for Parcel ID .idParcel= :5805
2014-12-29 10:20:28,001 INFO 9 dtxk.business.Services.ServiceParcel - GetParcelOwners can't getting PARCEL_OWNER
2014-12-29 10:20:28,046 ERROR 9 dtxk.business.Services.ServiceParcel - GetParcelOwners didn't work ,Exception message=System.Data.EntityCommandExecutionException: An error occurred while executing the command definition. See the inner exception for details. ---> Oracle.DataAccess.Client.OracleException: ORA-00904: "Extent2"."NOTE": invalid identifier
   at Oracle.DataAccess.Client.OracleException.HandleErrorHelper(Int32 errCode, OracleConnection conn, IntPtr opsErrCtx, OpoSqlValCtx* pOpoSqlValCtx, Object src, String procedure, Boolean bCheck)
   at Oracle.DataAccess.Client.OracleException.HandleError(Int32 errCode, OracleConnection conn, String procedure, IntPtr opsErrCtx, OpoSqlValCtx* pOpoSqlValCtx, Object src, Boolean bCheck)
   at Oracle.DataAccess.Client.OracleCommand.ExecuteReader(Boolean requery, Boolean fillRequest, CommandBehavior behavior)
   at Oracle.DataAccess.Client.OracleCommand.ExecuteDbDataReader(CommandBehavior behavior)
   at System.Data.Common.DbCommand.ExecuteReader(CommandBehavior behavior)
   at System.Data.EntityClient.EntityCommandDefinition.ExecuteStoreCommands(EntityCommand entityCommand, CommandBehavior behavior)
   --- End of inner exception stack trace ---
   at System.Data.EntityClient.EntityCommandDefinition.ExecuteStoreCommands(EntityCommand entityCommand, CommandBehavior behavior)
   at System.Data.Objects.Internal.ObjectQueryExecutionPlan.Execute[TResultType](ObjectContext context, ObjectParameterCollection parameterValues)
   at System.Data.Objects.ObjectQuery`1.GetResults(Nullable`1 forMergeOption)
   at System.Data.Objects.ObjectQuery`1.System.Collections.Generic.IEnumerable<T>.GetEnumerator()
   at System.Collections.Generic.List`1..ctor(IEnumerable`1 collection)
   at System.Linq.Enumerable.ToList[TSource](IEnumerable`1 source)
   at dtxk.business.Services.ServiceParcel.GetParcelOwners(Decimal idParcel, BusinessParam businessParam) in D:\NEWBAKC\dtxk\Business\dtxk.business\Services\ServiceParcel.cs:line 353
2014-12-29 10:20:28,228 DEBUG 9 dtxk.business.Services.ServiceParcel - GetParcelOwners finfished
2014-12-29 10:20:29,154 DEBUG 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS started
2014-12-29 10:20:29,155 DEBUG 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS try to getting ALL LEGAL_FORMS 
2014-12-29 10:20:29,165 INFO 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS method got LEGAL_FORMS with successfully
2014-12-29 10:20:29,166 DEBUG 9 dtxk.business.BasicService - LoadAllLEGAL_FORMS finished
2014-12-29 11:04:30,454 INFO 9 dtxk.client.FrmLogIn - Program started
2014-12-29 11:04:30,711 DEBUG 9 dtxk.client.FrmLogIn - FrmLogin constuct finished.
2014-12-29 11:04:36,612 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser started
2014-12-29 11:04:36,614 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser username=admin trying to connect
2014-12-29 11:04:37,491 INFO 3 dtxk.business.Services.ServiceAppUser - GetAppUser username(admin) connected
2014-12-29 11:04:37,492 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser finished
2014-12-29 11:04:39,849 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE started
2014-12-29 11:04:39,856 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE try to getting ALL CADASTRAL_ZONE 
2014-12-29 11:04:39,878 INFO 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE method got CADASTRAL_ZONE with successfully
2014-12-29 11:04:39,879 DEBUG 9 dtxk.business.BasicService - LoadAllCADASTRAL_ZONE finished
2014-12-29 11:04:41,335 DEBUG 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT started
2014-12-29 11:04:41,337 DEBUG 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT try to getting ALL PRICE_DISTRICT 
2014-12-29 11:04:41,395 INFO 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT method got PRICE_DISTRICT with successfully
2014-12-29 11:04:41,396 DEBUG 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT finished
2014-12-29 11:04:42,202 DEBUG 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT started
2014-12-29 11:04:42,365 DEBUG 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT try to getting ALL PRICE_DISTRICT 
2014-12-29 11:04:42,391 INFO 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT method got PRICE_DISTRICT with successfully
2014-12-29 11:04:42,393 DEBUG 9 dtxk.business.BasicService - LoadAllPRICE_DISTRICT finished
2014-12-29 11:49:06,914 INFO 8 dtxk.client.FrmLogIn - Program started
2014-12-29 11:49:07,271 DEBUG 8 dtxk.client.FrmLogIn - FrmLogin constuct finished.
2014-12-29 11:49:11,949 DEBUG 10 dtxk.business.Services.ServiceAppUser - GetAppUser started
2014-12-29 11:49:11,951 DEBUG 10 dtxk.business.Services.ServiceAppUser - GetAppUser username=admin trying to connect
2014-12-29 11:49:12,828 INFO 10 dtxk.business.Services.ServiceAppUser - GetAppUser username(admin) connected
2014-12-29 11:49:12,829 DEBUG 10 dtxk.business.Services.ServiceAppUser - GetAppUser finished
2014-12-29 12:14:43,621 INFO 9 dtxk.client.FrmLogIn - Program started
2014-12-29 12:14:43,835 DEBUG 9 dtxk.client.FrmLogIn - FrmLogin constuct finished.
2014-12-29 16:05:42,426 INFO 10 dtxk.client.FrmLogIn - Program started
2014-12-29 16:05:42,913 DEBUG 10 dtxk.client.FrmLogIn - FrmLogin constuct finished.
2014-12-29 16:05:48,023 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser started
2014-12-29 16:05:48,025 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser username=admin trying to connect
2014-12-29 16:05:48,241 ERROR 3 dtxk.business.Services.ServiceAppUser - GetAppUser exception message=
System.Data.MetadataException: Schema specified is not valid. Errors: 
The relationship 'dtxk.model.FK_OWNER_LEGAL_PERSON' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_USER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_PHYSICAL_PERSON' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_ARCH_PARCEL_OWNER_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_DOCUMENT_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_PARCEL_OWNER_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


   at System.Data.Metadata.Edm.ObjectItemCollection.LoadAssemblyFromCache(ObjectItemCollection objectItemCollection, Assembly assembly, Boolean loadReferencedAssemblies, EdmItemCollection edmItemCollection, Action`1 logLoadMessage)
   at System.Data.Metadata.Edm.ObjectItemCollection.ImplicitLoadAssemblyForType(Type type, EdmItemCollection edmItemCollection)
   at System.Data.Metadata.Edm.MetadataWorkspace.ImplicitLoadAssemblyForType(Type type, Assembly callingAssembly)
   at System.Data.Objects.ObjectContext.GetTypeUsage(Type entityCLRType)
   at System.Data.Objects.ObjectContext.GetEntitySetForNameAndType(String entitySetName, Type entityCLRType, String exceptionParameterName)
   at System.Data.Objects.ObjectContext.CreateObjectSet[TEntity](String entitySetName)
   at dtxk.database.DtxkContext.get_APP_USER() in D:\DTXK SERVERDEN GOTRULEN 29 dekabr\NEWBAKC\dtxk\Database\dtxk.database\DataModel.Designer.cs:line 278
   at dtxk.business.Services.ServiceAppUser.GetAppUser(String userName, String pass, BusinessParam businessParam) in D:\DTXK SERVERDEN GOTRULEN 29 dekabr\NEWBAKC\dtxk\Business\dtxk.business\Services\ServiceAppUser.cs:line 40
2014-12-29 16:05:53,967 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser started
2014-12-29 16:05:53,967 DEBUG 3 dtxk.business.Services.ServiceAppUser - GetAppUser username=admin trying to connect
2014-12-29 16:05:54,112 ERROR 3 dtxk.business.Services.ServiceAppUser - GetAppUser exception message=
System.Data.MetadataException: Schema specified is not valid. Errors: 
The relationship 'dtxk.model.FK_OWNER_LEGAL_PERSON' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_USER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_PHYSICAL_PERSON' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_ARCH_PARCEL_OWNER_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_DOCUMENT_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_PARCEL_OWNER_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


   at System.Data.Metadata.Edm.ObjectItemCollection.LoadAssemblyFromCache(ObjectItemCollection objectItemCollection, Assembly assembly, Boolean loadReferencedAssemblies, EdmItemCollection edmItemCollection, Action`1 logLoadMessage)
   at System.Data.Metadata.Edm.ObjectItemCollection.ImplicitLoadAssemblyForType(Type type, EdmItemCollection edmItemCollection)
   at System.Data.Metadata.Edm.MetadataWorkspace.ImplicitLoadAssemblyForType(Type type, Assembly callingAssembly)
   at System.Data.Objects.ObjectContext.GetTypeUsage(Type entityCLRType)
   at System.Data.Objects.ObjectContext.GetEntitySetForNameAndType(String entitySetName, Type entityCLRType, String exceptionParameterName)
   at System.Data.Objects.ObjectContext.CreateObjectSet[TEntity](String entitySetName)
   at dtxk.database.DtxkContext.get_APP_USER() in D:\DTXK SERVERDEN GOTRULEN 29 dekabr\NEWBAKC\dtxk\Database\dtxk.database\DataModel.Designer.cs:line 278
   at dtxk.business.Services.ServiceAppUser.GetAppUser(String userName, String pass, BusinessParam businessParam) in D:\DTXK SERVERDEN GOTRULEN 29 dekabr\NEWBAKC\dtxk\Business\dtxk.business\Services\ServiceAppUser.cs:line 40
2014-12-29 16:06:00,911 INFO 1 dtxk.client.FrmLogIn - Program started
2014-12-29 16:06:01,053 DEBUG 1 dtxk.client.FrmLogIn - FrmLogin constuct finished.
2014-12-29 16:06:05,503 DEBUG 4 dtxk.business.Services.ServiceAppUser - GetAppUser started
2014-12-29 16:06:05,505 DEBUG 4 dtxk.business.Services.ServiceAppUser - GetAppUser username=admin trying to connect
2014-12-29 16:06:05,544 ERROR 4 dtxk.business.Services.ServiceAppUser - GetAppUser exception message=
System.Data.MetadataException: Schema specified is not valid. Errors: 
The relationship 'dtxk.model.FK_OWNER_LEGAL_PERSON' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_USER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_PHYSICAL_PERSON' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_ARCH_PARCEL_OWNER_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_OWNER_DOCUMENT_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


The relationship 'dtxk.model.FK_PARCEL_OWNER_OWNER' was not loaded because the type 'dtxk.model.OWNER' is not available.
The following information may be useful in resolving the previous error:
The required property 'ID_PARCEL_OWNER' does not exist on the type 'dtxk.model.OWNER'.


   at System.Data.Metadata.Edm.ObjectItemCollection.LoadAssemblyFromCache(ObjectItemCollection objectItemCollection, Assembly assembly, Boolean loadReferencedAssemblies, EdmItemCollection edmItemCollection, Action`1 logLoadMessage)
   at System.Data.Metadata.Edm.ObjectItemCollection.ImplicitLoadAssemblyForType(Type type, EdmItemCollection edmItemCollection)
   at System.Data.Metadata.Edm.MetadataWorkspace.ImplicitLoadAssemblyForType(Type type, Assembly callingAssembly)
   at System.Data.Objects.ObjectContext.GetTypeUsage(Type entityCLRType)
   at System.Data.Objects.ObjectContext.GetEntitySetForNameAndType(String entitySetName, Type entityCLRType, String exceptionParameterName)
   at System.Data.Objects.ObjectContext.CreateObjectSet[TEntity](String entitySetName)
   at dtxk.database.DtxkContext.get_APP_USER() in D:\DTXK SERVERDEN GOTRULEN 29 dekabr\NEWBAKC\dtxk\Database\dtxk.database\DataModel.Designer.cs:line 278
   at dtxk.business.Services.ServiceAppUser.GetAppUser(String userName, String pass, BusinessParam businessParam) in D:\DTXK SERVERDEN GOTRULEN 29 dekabr\NEWBAKC\dtxk\Business\dtxk.business\Services\ServiceAppUser.cs:line 40
2014-12-29 16:06:36,091 INFO 9 dtxk.client.FrmLogIn - Program started
